DATE,TFAABSHNO_DSPI
2009-07-01,4.6375570407012116
2009-10-01,4.6458582799503546
2010-01-01,4.7132007109282666
2010-04-01,4.5829819848573506
2010-07-01,4.7287864354947846
2010-10-01,4.7726654757182606
2011-01-01,4.8022356584742151
2011-04-01,4.8048994904735184
2011-07-01,4.6204456607379344
2011-10-01,4.7056717805800827
2012-01-01,4.7600813758389262
2012-04-01,4.6907438739555827
2012-07-01,4.8505097483904945
2012-10-01,4.7536996284615605
2013-01-01,5.1280377668087128
2013-04-01,5.1344180686609115
2013-07-01,5.2494908059982002
2013-10-01,5.3535361470054590
2014-01-01,5.3626510337767621
2014-04-01,5.3793927710231744
2014-07-01,5.3131023766270812
2014-10-01,5.3672409435968449
2015-01-01,5.4095656323180714
2015-04-01,5.3789565132936750
2015-07-01,5.2275949558892853
2015-10-01,5.2899454324834682
2016-01-01,5.3097315211664697
2016-04-01,5.3507753775261856
2016-07-01,5.4017817271355195
2016-10-01,5.3695247189216592
2017-01-01,5.4259945100004555
2017-04-01,5.4421975330852177
2017-07-01,5.4835817346194229
2017-10-01,5.5716356835658072
2018-01-01,5.4933736734434314
2018-04-01,5.4808328941552479
2018-07-01,5.5231535518873271
2018-10-01,5.2167738898967041
2019-01-01,5.4889283795826551
2019-04-01,5.5713235004674507
2019-07-01,5.5713586605259199
2019-10-01,5.7304907615661806
2020-01-01,5.2393778520355000
2020-04-01,5.1912017428402851
2020-07-01,5.5701007228344591
